WKT,OBJECTID,LAENGE,RANG_SUB,SE_ANNO_CAD_DATA
"LINESTRING (16.3661901560131 48.2164914832589,16.3662037934791 48.2164786185073,16.3666308003388 48.2160739987539)",1963969,56.81,G,
"LINESTRING (16.3974411809109 48.1753102843732,16.3974975460837 48.175614742198,16.3974996940834 48.1756220795609,16.3975008929178 48.1756295136584,16.397501135797 48.175636988736,16.3975004186223 48.1756444508362,16.3974987493934 48.1756518432971,16.3974961374597 48.1756591139527,16.3974926042688 48.1756662079326,16.3974881739608 48.1756730730627,16.3974828814347 48.1756796589621,16.3974767642809 48.1756859170468,16.397469866816 48.1756918014276,16.3974622414276 48.1756972689084,16.3974539431945 48.1757022780908,16.3974450325816 48.1757067938687,16.3974355767789 48.1757107829309,16.3974256443245 48.1757142146636,16.397415309141 48.1757170638462,16.3974046465025 48.1757193106532,16.3973937357187 48.1757209370557,16.3973826561083 48.1757219322195,16.397371489683 48.1757222889062,16.3973603184605 48.1757220043742,16.3973492244622 48.175721079479,16.397338291064 48.1757195231696,16.3972552295392 48.1757178847232,16.3971721693386 48.1757162246322,16.3970891104613 48.1757145419974)",1963970,72.61,G,
"LINESTRING (16.2845665217551 48.1739394819925,16.2841157189625 48.1748876474695)",1963971,110.63,G,
"LINESTRING (16.343805027871 48.2152762468112,16.3456611904093 48.21535255561,16.3463732065203 48.2153040641591)",1963972,191.39,E,
"MULTILINESTRING ((16.3487992588004 48.2151315197567,16.3488286373216 48.2151294507759),(16.3487992588004 48.2151315197567,16.3465714549571 48.2152884485065,16.3463732065203 48.2153040641591),(16.3487992588004 48.2151315197567,16.3496608815423 48.2150708154563,16.3509805210567 48.2149777401493))",1963973,346.51,B,
"LINESTRING (16.2858496357138 48.1699466431038,16.2855438205889 48.1708475753174)",1963974,102.73,G,
"LINESTRING (16.3252852393896 48.2024004041045,16.325559360674 48.204397789514,16.3254014647101 48.2046087793463,16.3254289836284 48.2052813528454)",1963975,324.08,E,
"LINESTRING (16.327565337894 48.1993583590563,16.3273105263214 48.1997511444455,16.3270423699762 48.2002363408486,16.3267410570324 48.2011590446987,16.3265241277106 48.2024156364287)",1963976,350.79,E,
"LINESTRING (16.3282416559202 48.1983032573111,16.327565337894 48.1993583590563)",1963977,127.64,E,
"LINESTRING (16.2949740981928 48.2309440501919,16.2947833415267 48.2310843554716)",1963978,671.42,,
"LINESTRING (16.4435348688499 48.2337532233228,16.4497015694042 48.2312682537446)",1963979,535,B,
"LINESTRING (16.4529994346452 48.2256609209872,16.4544641799604 48.2246477000579,16.4547049252389 48.2244492527831)",1963980,185.05,E,
"LINESTRING (16.4547049252389 48.2244492527831,16.4568951429553 48.2228813285338,16.457411789241 48.2225111147729,16.4587557396221 48.2215840380641)",1963981,438.31,E,
"LINESTRING (16.4486730263113 48.2152441122618,16.4485812034316 48.215520078723,16.4484901790044 48.2157936422308,16.4484086211955 48.2161144098574,16.4483627353133 48.2163389026693,16.4482312555371 48.2165085709073,16.4481220145584 48.2167102538353,16.4481221610103 48.2171803223663,16.44817194034 48.2176798725957)",1963982,277.01,E,
"LINESTRING (16.2907396499046 48.2344917191974,16.2909273324047 48.2339912543441,16.291132402883 48.2335553310119,16.2914364876672 48.2331422920892,16.291802591144 48.2328446246085,16.2924023462645 48.232530765586,16.2927463865832 48.2323833375762,16.2934377119834 48.231970431545,16.2941763897511 48.2315132732665,16.2944573400082 48.2313320890369,16.2948203820089 48.2310792624555)",1963983,,B,
"LINESTRING (16.3071775368246 48.1984598589586,16.3112220106627 48.1982145302817,16.3175064720573 48.1978187299893,16.3181231601513 48.1977778910342)",1963984,874.89,,
"LINESTRING (16.392323295035 48.2942869587255,16.3925239509804 48.2940511103731,16.3924912221669 48.2937021461284,16.3942944897515 48.2931182849047,16.3957915370228 48.2926389823474)",1963985,340.97,G,
"LINESTRING (16.3075096728353 48.2192695219483,16.3072865040413 48.2203937594124,16.3067790332319 48.2226343243604,16.306202932624 48.2244490558861,16.3076659258695 48.226437668608,16.3085482076916 48.2277865114893)",1963986,2166.08,E,
"LINESTRING (16.2809752958393 48.1770420675827,16.2811122207876 48.1790890909257,16.281170239451 48.1794743317425,16.281478518983 48.1812496537812)",1963987,469.63,E,
"LINESTRING (16.281478518983 48.1812496537812,16.2820372024176 48.1814466321755,16.2837783215459 48.1820495974728)",1963988,192.77,E,
"LINESTRING (16.2919261517471 48.1529037702043,16.2916324568397 48.154230268473)",1963989,149.11,G,
"LINESTRING (16.3034294991094 48.1607290162765,16.304196773865 48.1603646114583,16.3048645899353 48.1601414393758,16.3059616385635 48.1598864695601,16.30660554289 48.1597590048139,16.3076071305572 48.1596156716742,16.3084971566052 48.1594737743386)",1963990,406.16,G,
"LINESTRING (16.3084971566052 48.1594737743386,16.3095865066672 48.1592172976444,16.3104927351126 48.1589941476367,16.3112558575047 48.1588347760334,16.3115420055434 48.1588188834988,16.311780462918 48.1588029801575,16.3132350817042 48.1586437389365,16.3146057806665 48.1584362991087,16.3151849416022 48.1583476755406,16.316459924806 48.1581024755156)",1963991,613.53,G,
"LINESTRING (16.3553213405226 48.1760136787176,16.3557861101667 48.1756728586575,16.358799142733 48.1743860808796)",1963992,317.17,G,
"LINESTRING (16.358799142733 48.1743860808796,16.3652869706158 48.1739289383817)",1963993,485.2,G,
"LINESTRING (16.3996854806446 48.1885936318531,16.4006554063023 48.1899518700273,16.4010072901197 48.1903294136182,16.401127816341 48.1904519334071)",1963994,233.14,B,
"LINESTRING (16.3652668618283 48.1739507458736,16.365042975129 48.1725357933268,16.3643816346824 48.170033882118)",1963995,440.73,G,
"LINESTRING (16.4023115823821 48.2831690653728,16.4005307060927 48.2838013526598)",1963996,149.71,E,
"LINESTRING (16.4246786679552 48.2907699053853,16.4241993572536 48.291417778663)",1963997,80.34,G,
"LINESTRING (16.4209760179585 48.2105889022381,16.421217690063 48.2107304405477,16.4217187753705 48.2111591529602)",1963998,84.37,G,
"LINESTRING (16.385714520408 48.13279909439,16.3735489709525 48.1340596027134)",1963999,916.3,E,
"LINESTRING (16.3417202193695 48.1766685684217,16.3430394324216 48.1769886337369,16.3449296084092 48.1779749582414,16.3449782709666 48.1779959933572)",1964000,286.97,E,
"LINESTRING (16.2484121373278 48.2036714966381,16.248568301279 48.2030140163846,16.2479753510284 48.2027312225854,16.2475209102424 48.202738021939,16.2475562729859 48.2021956045054)",1964001,222.33,E,
"LINESTRING (16.4193867946149 48.1667152611626,16.4193754612329 48.1667457269316,16.4193590021114 48.1667630940924,16.4194322388572 48.1668195944227,16.4195114188988 48.1668427378958,16.4195513338076 48.1668639654669)",1964002,24.31,G,
"LINESTRING (16.3437191172983 48.2169958140428,16.3437373135842 48.2159970182845)",1964003,112.63,B,
"LINESTRING (16.3589713939381 48.1810704235186,16.3600458269378 48.1814240341528,16.3621265648862 48.1821929748947,16.3641547333899 48.1829454177458,16.3656821073844 48.1834899656432,16.3673837466741 48.1841018225439,16.3709801230703 48.1853460804103,16.3721467213576 48.1857129514602,16.3733680582616 48.1861031690989)",1964004,1652.16,,
"LINESTRING (16.4234508285729 48.1691989464995,16.4236223413048 48.1693257877408)",1964005,19.02,E,
"LINESTRING (16.4557537942667 48.2288829110902,16.4529994346452 48.2256609209872,16.4528588619672 48.2257236564182,16.4517956920718 48.2246295746599,16.450879313414 48.2235428322927,16.4502329330188 48.2223758139898,16.4501125567602 48.2219291278486,16.4500699945271 48.2216581212766,16.449887325493 48.2210834909303)",1964006,993.37,G,
"LINESTRING (16.3161511354135 48.16755542192,16.3164099581327 48.1667771086329)",1964007,88.66,E,
"LINESTRING (16.2919261517471 48.1529037702043,16.2904591688793 48.1530631336063,16.2899981790298 48.1515398518007,16.2893278305986 48.1489925049907,16.2890664175586 48.1484471129327,16.2878653128699 48.1465026124491)",1964008,868.65,G,
"LINESTRING (16.3558662524816 48.2117859565561,16.3552982591606 48.2093226308469,16.3552174887013 48.2084743094505)",1964009,371.66,B,
"LINESTRING (16.3749826017269 48.1812759637202,16.375497524676 48.1812262563563)",1964010,274.57,G,
"LINESTRING (16.3207902849658 48.1394603471446,16.3170505269827 48.1412014976409)",1964011,339.04,E,
"LINESTRING (16.3058904388004 48.192837240855,16.3057451754588 48.1922893700499)",1964012,61.87,E,
"LINESTRING (16.3558604363748 48.2119032452559,16.3555841478528 48.2119442519289,16.3555643835651 48.211952349164,16.3555457943681 48.2119616072211,16.3555285322787 48.211971949633,16.3555127398921 48.2119832918398,16.3554985436544 48.211995541191,16.3554860619364 48.2120085978423,16.3554753969596 48.212022354758,16.3554666334517 48.2120366986098,16.3554598453757 48.2120515142725,16.3554550865084 48.2120666785304,16.3554523985172 48.2120820681698,16.3554518001941 48.2120975572826,16.355453298221 48.2121130190634,16.3554517585606 48.2121693033506,16.3554486634316 48.2122255591203,16.3554440114757 48.2122817665876,16.355437926143 48.21229050002,16.3554307023236 48.2122988379418,16.3554224005415 48.2123067128935,16.3554130826692 48.21231406461,16.3554028253807 48.2123208337229,16.3553917093888 48.2123269662593,16.3553798207914 48.2123324154397,16.3553672564517 48.2123371362816,16.3553541132359 48.2123410918965,16.3553404960864 48.212344252589,16.3553265126378 48.2123465913614,16.3553122732194 48.2123480902086,16.3552978908542 48.2123487383198,16.3552834799124 48.2123485293808,16.3552691534218 48.2123474651714,16.3552550257583 48.2123455546656,16.3552412072637 48.2123428131339,16.3552278069359 48.2123392612425,16.3552149337759 48.2123349277517,16.3549184554763 48.2122887190876,16.3546216497372 48.212243457596,16.3543245246176 48.2121991468703)",1964013,150.45,E,
"LINESTRING (16.3474492562679 48.191313446623,16.3478907768031 48.1913000113674)",1964014,32.86,E,
"LINESTRING (16.331489504877 48.1864567273211,16.3313559026638 48.1865404229626,16.3300895748824 48.1855118362896,16.3298965015497 48.1850129466826)",1964015,219.06,G,
"LINESTRING (16.3167107189126 48.1656574633543,16.3166006647894 48.1659384993053)",1964016,32.3,E,
"LINESTRING (16.3192966969225 48.2012045601927,16.3194591279997 48.2012326247583)",1964017,12.47,B,
"LINESTRING (16.4225004108387 48.2242084998098,16.4244702693858 48.2253938764713)",1964018,196.97,G,
"LINESTRING (16.309581510397 48.1489093220179,16.3100044388288 48.1492165855497)",1964019,46.45,E,
"LINESTRING (16.3098031685278 48.1487324385607,16.3087242653174 48.1483337105843)",1964020,91.71,E,
"LINESTRING (16.3565514309753 48.2300171110059,16.3565948259835 48.2299584020691,16.3575352106924 48.2294748956573)",1964021,95.44,E,
"LINESTRING (16.3418108749689 48.2173489380538,16.3425570939957 48.2172199901583)",1964022,57.28,B,
"LINESTRING (16.4918065984914 48.2796878612896,16.4929635379593 48.2787356904357)",1964023,136.32,E,
"LINESTRING (16.2742725342431 48.1931646460528,16.2756178008675 48.1930491810284,16.2762902762856 48.1929899501012,16.2766426461718 48.1930199240054,16.2768774438166 48.1931392129512,16.2770716736531 48.193315354756,16.2771971612667 48.193388543223,16.2773915699923 48.1934076013797,16.2777804626392 48.1933834241412,16.2782306982989 48.1933752520982)",1964024,313.44,E,
"LINESTRING (16.3648377495398 48.182509082409,16.3643185424557 48.1830161303704)",1964025,68.33,G,
"LINESTRING (16.4593104610275 48.1700678568699,16.4634051055161 48.1754302786037)",1964026,669.54,E,
"LINESTRING (16.2882492491377 48.2116832803917,16.286702414744 48.2100916763402)",1964027,211.04,E,
"LINESTRING (16.2857813162297 48.2101570224572,16.2859253919035 48.2081251971161)",1964028,226.18,E,
"LINESTRING (16.3643816346824 48.170033882118,16.3639153402702 48.1668117727925,16.3636050589792 48.1656585007135)",1964029,490.25,G,
"LINESTRING (16.3636050589792 48.1656585007135,16.3635291520792 48.165281197374,16.3628675992654 48.1636064601303)",1964030,234.95,G,
"LINESTRING (16.3319497339115 48.1521801833417,16.3303118398149 48.1481974161098,16.3309939408178 48.1480891367583,16.3322097139543 48.1476743932389,16.3305125380667 48.1455271342018,16.3291759259616 48.1439122988019)",1964031,1088.41,E,
"LINESTRING (16.3291759259616 48.1439122988019,16.3278720143975 48.142210166852,16.3279699945438 48.1411409386139,16.3254860100043 48.1378848331384)",1964032,738.33,E,
"LINESTRING (16.2983277546047 48.1373747443231,16.2980400873789 48.1374167111495,16.2976080335746 48.1373896941623,16.2951894628738 48.137541214035,16.2940987007944 48.1376099043548,16.2930072452935 48.1372068217671,16.2919046187383 48.1368633799593,16.2904341873582 48.1367211219328,16.2892421519451 48.1367206417751,16.2884627949959 48.136198330117)",1964033,781.22,E,
"LINESTRING (16.2884627949959 48.136198330117,16.2873484142316 48.1365557989663)",1964034,91.97,E,
"LINESTRING (16.3675387741228 48.1808086569576,16.3674774920745 48.1799878099425,16.3674557343649 48.179457410205,16.3661455268841 48.1794605773303)",1964035,247.82,G,
"LINESTRING (16.3660527880444 48.1788282220441,16.3659384583102 48.1781947327664,16.3652668618283 48.1739507458736)",1964036,545.49,G,
"LINESTRING (16.3826647113791 48.1433119098191,16.3815769022522 48.1435368813104)",1964037,84.73,E,
"LINESTRING (16.3795259011752 48.2930582913594,16.3815762514223 48.2897464569776,16.3831134351436 48.2873722343964)",1964038,686.05,E,
"LINESTRING (16.3831134533246 48.2873920551721,16.3835557473433 48.2867423832145,16.3850533340689 48.2842032720612,16.3851744230635 48.2839528498534)",1964039,412.04,E,
"LINESTRING (16.2732324097925 48.156202656751,16.2729292498605 48.1558200709352,16.2716139273623 48.1549988630614,16.2708136514186 48.1544591338366,16.2699795176887 48.1530252604415,16.2689374497941 48.1508221207695,16.2688576282243 48.1505677081612)",1964040,723.49,G,
"LINESTRING (16.2688576282243 48.1505677081612,16.2687813570642 48.1503325774285,16.2681060159913 48.1474304248621,16.2681071710219 48.1465564019318,16.2680032910465 48.1461018486831,16.2681086493788 48.1454376546526,16.2683713180113 48.1443190596393,16.2683723763838 48.1435149583588,16.2681940518142 48.1430296786065)",1964041,846.82,G,
"LINESTRING (16.2972238633837 48.1721048786784,16.2970395810503 48.1719137332952,16.2962674725905 48.1704330080955)",1964042,199.67,B,
"LINESTRING (16.3618987980708 48.2451410283246,16.3616738410442 48.2439191316051,16.3611737461143 48.2419065954614,16.3605765160794 48.2409247986634)",1964043,481.58,E,
"LINESTRING (16.3605765160794 48.2409247986634,16.3596385242586 48.2397831459205,16.3591577091456 48.2392769951517,16.3583994970452 48.2384251637728,16.3578155006558 48.23755086287,16.3571033102441 48.2364852723004,16.3568332351119 48.2362229903087,16.3567312701563 48.235857376653)",1964044,634.64,E,
"LINESTRING (16.2831623943684 48.134679297898,16.2828919006501 48.1347193902109,16.2827035832032 48.1347633117092,16.2825348007943 48.1348286929152)",1964045,49.98,B,
"LINESTRING (16.2938256036719 48.1474585699542,16.2939789097028 48.147628778017,16.2942664298725 48.1476468868261,16.2950736379416 48.1475394731756,16.2952185915706 48.1478609549532,16.2954410107537 48.1491019017279,16.296042709486 48.1510232176561,16.2962003972726 48.1512436590069)",1964046,526.6,E,
"LINESTRING (16.3224026277932 48.2135608677951,16.322628139852 48.213518933076,16.3228347179382 48.2134870969015,16.3232778038532 48.2134472399141,16.3241914239835 48.2133651404684,16.3242926164918 48.2133493714431)",1964047,142.61,G,
"LINESTRING (16.4079469268393 48.1952851253621,16.4088713250413 48.1945724278667)",1964048,104.9,E,
"LINESTRING (16.3018205700591 48.1920127423248,16.301996082677 48.1921266787423)",1970625,11.52,G,
"LINESTRING (16.5296244765388 48.2126298646902,16.5293577699248 48.2122749732031)",1970626,44.16,B,
"LINESTRING (16.4253159832514 48.227606214339,16.4242089498269 48.2269230815792)",1970627,111.96,G,
"LINESTRING (16.374919473738 48.2040966611722,16.3764339066712 48.2033938501601)",1970628,137.04,E,
"LINESTRING (16.2803906281542 48.1561665269332,16.280326193739 48.156178085336,16.2779518675633 48.1563501424193,16.2773841084087 48.1564553558575,16.2760400329473 48.1570159347752,16.2759628413261 48.1570466982481)",1970629,351,E,
"LINESTRING (16.2759628413261 48.1570466982481,16.2745404982925 48.1576135336751)",1970630,123.17,G,
"LINESTRING (16.2688576282243 48.1505677081612,16.2675650399892 48.1509295384498,16.2670560885224 48.1512583574001,16.2662887054797 48.151587017332,16.2652463034763 48.1518485638406,16.2640159071664 48.1519578459718,16.2638549504234 48.1550794530076,16.2649134656047 48.1564032795926)",1970631,914.13,E,
"LINESTRING (16.2688576282243 48.1505677081612,16.2694579349922 48.1504899609405,16.2705583571223 48.1504515450535,16.271458688202 48.150429741872,16.2724840950779 48.1503801091114,16.2733178050324 48.150302469843,16.275068523257 48.1498005945089)",1970632,475.38,G,
"LINESTRING (16.275068523257 48.1498005945089,16.2769118878107 48.1492500657321)",1970633,150.2,G,
"MULTILINESTRING ((16.2769118813923 48.149255644281,16.2783463468972 48.1486483319825),(16.278346353161 48.1486427525335,16.2793886804477 48.1483308836743,16.2807477998138 48.147974530009,16.2819734085432 48.1477352443493,16.2828742983639 48.147599476847,16.2834193808711 48.1475024726127,16.284318276127 48.1473284451989))",1970634,595.21,G,
"LINESTRING (16.2811010032083 48.1649193422775,16.2827962508734 48.1668228592352,16.2840655514661 48.1682088593635)",1970635,427.11,E,
"LINESTRING (16.2840655514661 48.1682088593635,16.2846308649355 48.1687219784836,16.2858629076058 48.1699333433499)",1970636,233.79,G,
"LINESTRING (16.2840797183385 48.1798208043675,16.2841985021868 48.1786841398407,16.2837413102037 48.1771358545805)",1970637,302.18,G,
"LINESTRING (16.2837413102037 48.1771358545805,16.2838705532575 48.1766319305733,16.2841157189625 48.1748876474695)",1970638,251.66,G,
"LINESTRING (16.3090076883122 48.1672954480198,16.3077658469844 48.167386861777)",1970639,92.93,E,
"LINESTRING (16.3077658469844 48.167386861777,16.3077285524862 48.1673896072103,16.3066092908089 48.1674954864077,16.3053064331469 48.1677875160548,16.3042177898995 48.1680902908055,16.3032055742286 48.1684596697101,16.2995041054786 48.1702454176959,16.2963113670699 48.1705171923134)",1970640,941.39,E,
"LINESTRING (16.3141223063202 48.1656440824895,16.3134978830429 48.1659115672649,16.3113715919557 48.1665540652106,16.3097228360772 48.1671586828047,16.3090076883122 48.1672954480198)",1970641,423.89,E,
"LINESTRING (16.3591591978599 48.1796977343261,16.3591586630001 48.1796954681305,16.3580191333111 48.1784647069084,16.3553205110359 48.176014033191)",1970642,499.65,B,
"MULTILINESTRING ((16.3597646012839 48.1801404586917,16.3618222736318 48.1790715841299,16.3646107750927 48.1789086310836),(16.3646063645531 48.1789086321761,16.3660527880444 48.1788282220441))",1970643,509.86,E,
"LINESTRING (16.3660527880444 48.1788282220441,16.3702451628025 48.1785811290671,16.3710611447911 48.1785330191709,16.373970659364 48.1783163705323,16.3749978361683 48.178212339973)",1970644,668.88,E,
"LINESTRING (16.3749978361683 48.178212339973,16.376696064919 48.178040325416,16.3790450249648 48.1778821290494,16.3801013425843 48.1778045136812,16.3804887244688 48.1777774821848)",1970645,411.3,E,
"LINESTRING (16.3819389715092 48.233930464528,16.3816320976383 48.2337474798395,16.3815796417295 48.2336586749463,16.3825570728129 48.2330662426708,16.3831199711457 48.2326872778632,16.3832274421832 48.2326618866096,16.3834325233054 48.2326659806558)",1970646,,G,
"LINESTRING (16.3857283394852 48.1844680570134,16.386402727969 48.1848150737877,16.3902602801364 48.1869252002449,16.3903745591581 48.1871163546413)",1970647,456.74,G,
"LINESTRING (16.3843286493501 48.1786476187247,16.3836474769378 48.1780449531997,16.3830537318148 48.1775606137251)",1970648,153.65,E,
"LINESTRING (16.3949271038816 48.1846580449126,16.3886184809088 48.1811352331888)",1970649,611.16,E,
"LINESTRING (16.3994925282835 48.1423346858114,16.3988028905259 48.1438153962777,16.3975155094138 48.1455715115237)",1970650,389.96,E,
"LINESTRING (16.3837398263513 48.1733171325175,16.3892635754056 48.1722772847661)",1970651,426.8,G,
"LINESTRING (16.3798438498352 48.1740419173024,16.3837398263513 48.1733171325175)",1970652,300.76,G,
"LINESTRING (16.4982032521585 48.2370710562912,16.4975620198427 48.2351627917739)",1970653,217.47,E,
"LINESTRING (16.3746083870402 48.1685400996413,16.3748058220408 48.168514523943,16.3777760975026 48.168656254646,16.3796634227673 48.1689736568162)",1970654,381.21,E,
"LINESTRING (16.3956191901451 48.1563017705147,16.3960522053137 48.1550114841955)",1970655,147.04,E,
"LINESTRING (16.3905320146843 48.1648058700799,16.3916139050578 48.1640895627358,16.3922146782975 48.1634268605283,16.3925565129664 48.1629252417295,16.3927224086857 48.1623184646164,16.3928309026277 48.1617549624752,16.3937619061585 48.160634245315,16.3947550441875 48.1584780085312,16.3953781373983 48.1569272747944,16.3955768451155 48.1565162206116)",1970656,1012.53,E,
"LINESTRING (16.370530660924 48.1690717781612,16.3717717859058 48.171520124415,16.3725414800986 48.1733853926685)",1970657,502.63,E,
"LINESTRING (16.3705307146617 48.1690717196887,16.3706621851535 48.1690512259535,16.3746083870402 48.1685400996413)",1970658,309.02,E,
"LINESTRING (16.3643816346824 48.170033882118,16.364544471165 48.1700046911693,16.3688311279234 48.1692754458715)",1970659,341.53,E,
"LINESTRING (16.3527510282026 48.1731854789029,16.3565661162432 48.1715645454953,16.3570369582367 48.1713644809199,16.3570903082451 48.1713406758921)",1970660,382.42,E,
"LINESTRING (16.3570903082451 48.1713406758921,16.3635810157156 48.1701207407159)",1970661,501.47,E,
"LINESTRING (16.3636050589792 48.1656585007135,16.3683358090305 48.1650097407954)",1970662,359.22,E,
"LINESTRING (16.3683358090305 48.1650097407954,16.372269413093 48.1644701406471)",1970663,298.7,E,
"LINESTRING (16.3676117489937 48.1631455776181,16.3683318108132 48.1650136710829)",1970664,214.52,E,
"LINESTRING (16.3683318108132 48.1650136710829,16.3683527489111 48.1650679918691,16.3693212517766 48.1666857614567,16.370530660924 48.1690717781612)",1970665,480.16,E,
"LINESTRING (16.3109806265722 48.1330864898146,16.3149300970846 48.1321327882069)",1970666,312.52,E,
"LINESTRING (16.3149300970846 48.1321327882069,16.3205070914766 48.1307423940539)",1970667,442.98,E,
"LINESTRING (16.3088589208363 48.144277675516,16.3072001797295 48.1425385909772,16.3041516827704 48.1410593210362,16.2983659213183 48.1411987192914)",1970668,940.51,E,
"LINESTRING (16.3354362082215 48.1754271307314,16.3357000733824 48.1754747612931,16.3357397816684 48.1754826377429,16.3417202193695 48.1766685684217)",1970669,487.32,E,
"LINESTRING (16.3316059819053 48.1747251323061,16.3317582348935 48.174619875542,16.3317816926838 48.1745979148603,16.3354362082215 48.1754271307314)",1970670,306.3,E,
"LINESTRING (16.3221820573161 48.1700567142791,16.3225361718708 48.1698594378501,16.3231897750616 48.1695195043467,16.324061251992 48.1689853011398,16.3248358927378 48.1684672724069,16.3254168623861 48.168078746276)",1970671,326.36,E,
"LINESTRING (16.3205852764709 48.1626658379091,16.3196557706009 48.1629378580095,16.3186551880488 48.1632954939098,16.3177855658574 48.163645840405,16.3168751755295 48.1639356594302)",1970672,310.38,E,
"LINESTRING (16.3167107189126 48.1656574633543,16.3172627146146 48.1638063201585)",1970673,209.89,E,
"LINESTRING (16.3172628829195 48.1638129149656,16.3179147898258 48.1615849276531)",1970674,252.44,E,
"LINESTRING (16.3084971566052 48.1594737743386,16.3106762405815 48.1611134720727,16.3151060194788 48.1644775826983)",1970675,742.49,E,
"LINESTRING (16.3055410582508 48.1572796059482,16.3060894821461 48.1524781230774)",1970676,535.45,E,
"LINESTRING (16.3060894821461 48.1524781230774,16.3066111610494 48.1480827684055)",1970677,490.28,E,
"LINESTRING (16.3036558680287 48.1476334117554,16.3017478825051 48.1473321364969)",1970678,145.88,E,
"LINESTRING (16.3017478825051 48.1473321364969,16.301080989741 48.1472150327334,16.3005008000859 48.1470835860867,16.2997326413466 48.1468373565863,16.2987522663535 48.1464266876542,16.297894223632 48.1462841976569,16.2970621539331 48.1461555022345)",1970679,387.65,E,
"LINESTRING (16.3090626417643 48.1478455437281,16.3089087895212 48.1468923867912)",1970680,106.6,E,
"LINESTRING (16.3088589208363 48.144277675516,16.3128025770734 48.1426184394443)",1970681,346.66,E,
"LINESTRING (16.3128011839801 48.142620624539,16.3139127479985 48.1420931426736,16.3138780625116 48.1407848778709)",1970682,246.9,E,
"LINESTRING (16.3206955559093 48.1520400800159,16.3284143209383 48.1523757629929)",1970683,575.53,E,
"LINESTRING (16.4038637487369 48.2570999438597,16.4043874044417 48.2575168450192)",1970684,60.51,G,
"LINESTRING (16.4043874044417 48.2575168450192,16.4046889794184 48.2576992641831)",1970685,30.21,G,
"LINESTRING (16.3032010291417 48.1876052722518,16.3031214884133 48.1874488136059,16.302204269067 48.1860775007151,16.3013094234191 48.1861743998556)",1970686,252.82,E,
"LINESTRING (16.2804754637454 48.1991854448311,16.2807022555282 48.1986187962189,16.2806823180591 48.1980556922101,16.2806910689242 48.1974942000793)",1970687,190.29,G,
"LINESTRING (16.280803873607 48.1956121161019,16.2811255173653 48.1955743252702,16.2813336278005 48.1955617765637,16.2815645139728 48.1955197188806)",1970688,57.6,G,
"LINESTRING (16.2787863864131 48.2038870592709,16.2788396083413 48.2036645070188,16.2789325053242 48.2016348308602,16.2789431621015 48.2015977822513)",1970689,255.05,E,
"LINESTRING (16.2789431621015 48.2015977822513,16.2794775040893 48.2005445031888,16.2799771344168 48.1994844433883,16.2804754637454 48.1991854448311)",1970690,297.03,E,
"LINESTRING (16.2893814205371 48.2119411789098,16.2886205934212 48.2120605001561,16.2882492491377 48.2116832803917)",1970691,108.29,E,
"LINESTRING (16.2859253919035 48.2081251971161,16.2835033873367 48.2075747099546,16.277567692845 48.2062994757447,16.2764803143379 48.2060262682284,16.2762085710539 48.2058746549351,16.2762540667976 48.2057232075573,16.2774325276371 48.2056026369785,16.2783045220806 48.2055739354429)",1970692,936.88,E,
"LINESTRING (16.3532523502698 48.2222897873277,16.3527732321421 48.2226113698863,16.3500003316522 48.2244039045982,16.3494717423657 48.2244831989881)",1970693,377.38,B,
"LINESTRING (16.366947318984 48.2580280968957,16.3669150071465 48.2578992374251,16.3668272688642 48.2576803543115,16.3666574986767 48.2573275076932,16.3661962409931 48.2563365407278,16.3654550454718 48.2548632367142,16.365387224653 48.2547358471798)",1970694,384.18,G,
"LINESTRING (16.3655171741576 48.2547343184822,16.3651260799813 48.2540720814512)",1970695,79.16,G,
"LINESTRING (16.427793015749 48.2521121219415,16.4268987542712 48.2523268485503,16.4237046940896 48.2528222607845,16.4210141547338 48.2532212279648,16.4160233728999 48.2532534946647,16.4139987488526 48.2532534509219)",1970696,1039.72,E,
"LINESTRING (16.4029847785072 48.2562417253799,16.4038419245801 48.2558420945659,16.4049103698428 48.2554739897133,16.4049557548801 48.2554653012585,16.405974490175 48.2551917297112,16.4068857033037 48.2550957985124,16.408127499609 48.254981929887,16.4101025728081 48.2544528855504,16.4101421324988 48.2544400340674,16.412178058133 48.2537785734636,16.4139987488526 48.2532534509219)",1970697,890.21,E,
"LINESTRING (16.3940187223874 48.2602188611495,16.3944303554482 48.2604060396183,16.3949515652503 48.2605926318118,16.3953961853525 48.2607084239889,16.3954769513208 48.260665211675,16.3957545455232 48.2600477880473)",1970698,195.69,E,
"LINESTRING (16.395893078476 48.2603107105812,16.3985730700608 48.2600699754968,16.399044942082 48.2600120821631)",1970699,236.4,E,
"LINESTRING (16.419335985403 48.2611783363136,16.4214639518545 48.2616700072833,16.4237360249535 48.2621232750389)",1970700,343.25,G,
"LINESTRING (16.4237360249535 48.2621232750389,16.4238550402902 48.2621470161176,16.4291108984882 48.2625118973011)",1970701,401.56,G,
"LINESTRING (16.4291108984882 48.2625118973011,16.4307877720188 48.2626203272834,16.4357229933457 48.2630139342726)",1970702,494.11,E,
"LINESTRING (16.4338705426653 48.2651038345051,16.4338760596387 48.265104499804,16.4342769536652 48.2652824516725,16.4350784086051 48.2654600563692,16.4376826429548 48.2657697982176,16.4402315219479 48.2661068478361)",1970703,488.15,G,
